car_age,mileage,engine_size,owners,fuel_type,transmission,accident_history,city_tier,price
11,133933,2.3,1,diesel,manual,no,tier3,7690.11
4,43156,1.7,1,diesel,automatic,no,tier1,25728.1
2,23897,1.4,0,diesel,automatic,yes,tier1,24314.5
12,143939,2.2,0,petrol,manual,no,tier1,7363.47
6,89559,0.9,2,petrol,automatic,no,tier2,16087.2
9,132584,0.9,0,petrol,manual,no,tier1,10316.89
2,17841,1.9,0,hybrid,manual,no,tier1,30940.81
7,82124,2.0,2,petrol,manual,no,tier3,18016.81
3,35501,1.6,2,diesel,manual,no,tier2,22551.75
3,47924,1.1,0,diesel,automatic,no,tier3,22810.23
2,28355,1.3,0,diesel,manual,no,tier3,23840.54
12,140195,2.5,0,hybrid,manual,no,tier2,12050.85
5,65304,2.3,1,petrol,manual,no,tier2,20078.94
5,59095,1.8,3,diesel,automatic,no,tier2,19092.8
2,26289,1.9,2,petrol,automatic,no,tier2,27326.8
11,149412,1.7,2,diesel,manual,no,tier1,9405.87
9,111853,2.8,0,diesel,automatic,no,tier1,18009.76
4,60583,2.7,2,diesel,manual,no,tier2,24913.94
2,34582,2.2,1,diesel,automatic,no,tier3,23984.45
3,56513,1.4,4,petrol,automatic,no,tier1,20457.73
6,90841,2.3,0,petrol,automatic,yes,tier1,16524.16
8,109551,2.3,0,diesel,automatic,yes,tier3,8849.24
10,131454,2.4,0,hybrid,automatic,no,tier1,14645.87
13,160057,3.0,0,petrol,automatic,no,tier2,8840.06
0,7725,1.9,1,petrol,manual,no,tier1,27541.2
2,33937,1.5,1,electric,automatic,yes,tier3,24081.43
13,156911,1.9,3,petrol,manual,no,tier1,7007.48
9,111041,2.3,2,electric,automatic,no,tier2,16708.25
6,81829,3.0,1,electric,manual,no,tier2,25213.37
4,57119,1.1,1,diesel,automatic,no,tier2,22058.36
13,154411,1.7,2,petrol,manual,no,tier3,4017.79
1,19326,1.8,2,diesel,automatic,no,tier2,26939.64
1,11097,2.8,4,diesel,manual,no,tier1,27800.84
7,88454,2.8,1,petrol,automatic,no,tier2,19700.71
2,54351,2.3,1,petrol,manual,no,tier2,23469.67
12,155930,1.8,1,diesel,automatic,no,tier2,7405.35
13,165665,2.1,0,diesel,manual,no,tier1,6624.79
13,169280,2.0,1,petrol,manual,no,tier1,5441.43
3,47794,1.3,2,petrol,automatic,no,tier1,21915.83
1,13601,2.4,3,petrol,automatic,no,tier1,30181.39
7,96775,2.9,4,petrol,automatic,yes,tier2,12708.09
10,132548,1.3,3,diesel,automatic,no,tier1,10939.0
13,171574,2.1,1,diesel,manual,no,tier3,3689.85
15,192473,2.1,0,petrol,manual,no,tier2,1200.0
0,6401,1.9,1,petrol,automatic,no,tier1,31550.28
5,64602,1.6,1,diesel,manual,no,tier2,18522.78
9,119177,1.1,2,petrol,automatic,no,tier2,11487.29
8,110234,1.6,1,diesel,manual,no,tier1,13915.68
13,173914,2.0,1,petrol,automatic,no,tier3,3245.61
12,154437,2.4,1,petrol,manual,no,tier3,4090.98
4,63014,2.3,0,diesel,manual,no,tier2,22229.41
7,102622,1.5,2,hybrid,manual,yes,tier2,9713.69
11,131479,1.9,1,diesel,manual,no,tier3,8463.11
1,28560,1.6,0,diesel,automatic,no,tier1,31949.7
6,65446,1.3,0,petrol,manual,no,tier3,15101.7
3,55645,3.4,0,petrol,manual,yes,tier1,26025.01
11,128925,1.5,0,petrol,manual,no,tier1,10921.78
5,67521,1.6,0,electric,automatic,no,tier2,23740.69
4,58098,1.6,1,petrol,manual,no,tier3,18842.57
11,152629,2.4,3,petrol,manual,no,tier3,6944.61
11,136637,1.0,2,hybrid,automatic,no,tier2,8099.62
5,84901,2.7,3,petrol,manual,no,tier3,19505.91
9,126066,1.9,0,electric,automatic,no,tier2,19326.66
4,64171,2.0,0,petrol,manual,no,tier1,23529.76
14,162387,1.7,1,petrol,manual,no,tier2,1200.0
3,45849,2.3,2,diesel,manual,yes,tier3,20644.08
7,94315,1.6,2,diesel,automatic,no,tier2,15571.98
0,5679,1.9,1,petrol,manual,no,tier2,27109.52
10,130201,1.6,0,petrol,automatic,no,tier1,10225.8
13,165628,1.5,1,petrol,automatic,no,tier3,4750.29
15,186257,1.2,3,diesel,manual,no,tier1,1822.55
0,18425,2.3,1,petrol,automatic,no,tier2,30136.29
9,121242,2.9,1,petrol,automatic,yes,tier3,8774.59
14,175975,0.9,0,hybrid,automatic,yes,tier2,1200.0
12,140145,1.9,1,diesel,manual,no,tier1,8175.27
14,183055,1.7,1,diesel,manual,no,tier3,1594.37
11,123401,0.9,0,petrol,manual,yes,tier3,2726.85
12,165092,1.6,2,diesel,manual,yes,tier1,1779.49
9,118246,0.9,0,petrol,manual,no,tier3,9987.34
12,152825,2.1,1,petrol,manual,no,tier1,6601.14
4,45290,1.8,1,petrol,manual,no,tier1,24066.89
4,60590,2.4,0,hybrid,manual,no,tier2,25038.31
14,184042,2.2,3,diesel,automatic,no,tier1,5898.75
10,112819,2.0,0,petrol,manual,yes,tier3,4532.67
11,138889,2.6,1,electric,manual,no,tier1,14800.08
12,162809,2.2,0,electric,manual,yes,tier1,8529.64
7,83154,1.7,1,diesel,manual,no,tier2,15723.7
2,34197,0.9,1,petrol,manual,no,tier1,24408.03
3,51955,0.9,4,hybrid,manual,no,tier2,19844.07
15,177181,2.6,1,diesel,manual,no,tier3,1525.66
4,46740,1.7,1,petrol,manual,no,tier2,19383.95
4,57997,1.6,0,petrol,manual,no,tier1,20183.06
7,95816,1.2,3,diesel,manual,no,tier3,12131.52
10,116954,1.2,1,petrol,manual,no,tier1,11844.6
11,149441,1.3,0,petrol,manual,yes,tier2,3521.24
1,17621,1.7,1,hybrid,manual,yes,tier1,24512.17
1,3540,1.2,0,petrol,manual,no,tier3,25886.95
1,22818,2.2,0,hybrid,manual,yes,tier3,22839.53
15,201154,0.9,0,diesel,automatic,no,tier1,1200.0
3,54348,1.4,0,petrol,automatic,yes,tier1,18395.21
13,164372,1.4,0,hybrid,automatic,no,tier2,6276.5
4,59212,2.4,0,petrol,manual,no,tier3,21278.03
0,500,1.9,0,electric,manual,no,tier2,33611.12
2,39599,2.0,1,hybrid,automatic,no,tier2,25274.15
10,128424,2.0,2,petrol,manual,no,tier2,8124.57
5,87361,2.2,1,electric,automatic,no,tier3,21832.84
1,24231,0.9,1,diesel,manual,no,tier1,26322.07
2,37310,1.3,0,petrol,manual,no,tier2,25651.06
11,129333,2.0,1,petrol,automatic,yes,tier2,1980.84
9,107903,1.6,0,petrol,manual,no,tier2,11195.56
15,191066,0.9,1,hybrid,automatic,no,tier2,1200.0
5,66880,2.9,0,diesel,manual,no,tier2,22644.93
14,170440,1.1,1,petrol,automatic,no,tier2,1475.64
12,156607,2.2,1,diesel,automatic,no,tier1,9252.86
3,63373,1.6,1,diesel,automatic,no,tier1,24099.31
0,5297,1.5,2,petrol,manual,yes,tier3,23516.5
9,132898,1.7,1,hybrid,automatic,no,tier2,13200.13
5,54561,2.5,0,diesel,automatic,no,tier1,23214.17
5,49250,1.9,0,petrol,manual,no,tier3,19957.76
9,107866,1.4,1,petrol,manual,no,tier3,10478.3
13,152456,1.9,0,petrol,manual,yes,tier3,1200.0
1,18693,,1,electric,manual,no,tier2,30802.12
9,98907,1.9,1,petrol,automatic,yes,tier1,8413.07
9,107623,1.9,0,diesel,automatic,no,tier1,18023.9
2,34676,1.1,2,hybrid,manual,no,tier1,27461.21
9,116842,1.6,1,petrol,manual,no,tier1,12043.87
7,100081,1.9,0,hybrid,manual,no,tier2,19068.07
14,176619,1.8,2,hybrid,manual,no,tier3,1200.0
8,107704,2.5,3,petrol,manual,no,tier2,15049.17
2,41168,1.0,0,petrol,automatic,no,tier2,25530.08
8,93999,2.0,2,petrol,manual,no,tier3,13308.89
6,86681,1.5,1,petrol,automatic,yes,tier3,11606.36
7,90770,2.4,0,diesel,automatic,no,tier3,17924.94
15,190962,2.3,0,petrol,automatic,no,tier1,1766.64
5,68697,1.2,3,petrol,automatic,yes,tier1,14581.08
0,5463,1.9,1,hybrid,manual,no,tier1,31071.95
12,157125,2.7,2,electric,automatic,yes,tier2,5447.55
2,4510,2.3,3,diesel,automatic,no,tier2,25874.95
2,35818,2.2,0,petrol,automatic,yes,tier2,24000.77
12,146660,1.2,0,electric,automatic,no,tier3,10392.94
4,56509,0.9,2,diesel,manual,no,tier2,16001.83
5,58224,2.6,4,petrol,manual,no,tier1,23758.15
4,61494,1.2,2,diesel,automatic,no,tier2,19263.12
8,111914,1.5,1,diesel,manual,no,tier3,12061.68
9,123251,1.6,1,petrol,automatic,yes,tier2,7278.06
4,55151,1.6,0,diesel,manual,no,tier3,20554.94
4,67515,1.0,1,petrol,manual,no,tier2,17767.89
2,51308,0.9,1,petrol,manual,no,tier1,21798.62
0,14560,2.2,1,diesel,automatic,no,tier3,27004.42
14,171388,1.4,0,diesel,automatic,no,tier3,4101.12
1,18156,1.8,3,electric,automatic,no,tier2,31763.64
15,187379,3.0,2,petrol,manual,no,tier3,1200.0
10,109011,2.2,2,petrol,manual,no,tier2,9611.0
15,188053,1.2,1,petrol,manual,no,tier1,1200.0
10,121657,1.8,2,petrol,automatic,no,tier3,7193.7
3,44751,2.9,0,petrol,automatic,no,tier1,27742.4
15,186088,2.2,1,petrol,automatic,no,tier3,2144.08
3,46768,2.3,0,hybrid,manual,no,tier2,25651.55
11,145339,1.7,1,electric,manual,yes,tier2,6350.81
2,28796,1.2,1,electric,manual,no,tier2,26724.39
14,165931,0.9,0,petrol,manual,no,tier1,2512.61
5,56497,2.5,3,hybrid,automatic,yes,tier1,18667.9
15,208473,1.5,1,petrol,manual,no,tier3,1200.0
7,89196,1.9,0,diesel,automatic,no,tier1,18704.78
4,47746,1.7,1,electric,manual,no,tier1,28104.31
15,176679,1.3,1,hybrid,manual,no,tier3,3249.24
11,135091,1.9,1,diesel,automatic,yes,tier1,5134.94
2,22714,2.1,2,hybrid,manual,no,tier1,27448.24
5,64215,1.7,0,petrol,manual,no,tier2,21775.05
9,110270,1.9,3,diesel,automatic,no,tier3,10310.48
0,500,1.4,0,petrol,automatic,no,tier2,30979.65
14,162407,3.0,0,petrol,manual,no,tier1,5236.79
0,6420,2.4,1,diesel,manual,no,tier3,28949.84
15,193679,0.9,1,petrol,automatic,yes,tier2,1200.0
15,185109,1.8,4,hybrid,automatic,no,tier3,1200.0
3,51413,1.4,0,petrol,automatic,no,tier3,20741.37
4,61105,1.1,2,hybrid,automatic,no,tier3,22421.05
4,45856,2.3,1,petrol,manual,no,tier1,24482.01
0,5400,2.2,2,petrol,manual,yes,tier2,24888.23
7,88136,2.0,1,diesel,manual,no,tier2,14350.79
3,30893,1.8,1,petrol,manual,yes,tier2,19641.77
11,131497,2.0,0,diesel,automatic,no,tier1,10272.0
2,44343,2.6,2,diesel,automatic,no,tier2,29830.57
9,113516,1.4,0,electric,manual,no,tier2,16053.98
11,142381,1.8,2,diesel,automatic,no,tier2,8541.27
13,153465,1.9,1,electric,manual,no,tier1,9457.26
4,50630,0.9,1,electric,manual,no,tier1,23798.09
14,182558,2.2,1,petrol,manual,no,tier1,3997.19
12,154240,2.1,2,diesel,manual,no,tier1,5781.49
15,186514,1.2,2,petrol,manual,yes,tier1,1200.0
0,20708,0.9,3,petrol,manual,no,tier2,25108.95
6,99123,1.4,0,petrol,automatic,no,tier1,18639.04
8,94300,1.3,1,petrol,automatic,no,tier1,14778.05
9,122848,1.8,0,petrol,manual,yes,tier1,9061.78
2,34281,0.9,1,petrol,manual,no,tier1,22321.0
15,182554,1.6,1,diesel,automatic,no,tier2,1200.0
1,19372,1.1,3,diesel,manual,no,tier2,23503.72
7,97144,2.4,0,hybrid,automatic,yes,tier1,15311.23
4,42394,1.3,0,hybrid,automatic,no,tier2,23665.66
11,145519,2.8,1,petrol,manual,no,tier1,13925.98
15,190138,1.4,1,diesel,manual,no,tier1,1695.32
14,184710,1.3,1,diesel,manual,yes,tier1,1200.0
4,55302,2.1,0,hybrid,automatic,yes,tier1,17624.95
1,22265,1.5,1,diesel,automatic,no,tier1,28767.2
10,140938,1.7,2,petrol,automatic,no,tier2,7883.93
0,20265,2.8,1,diesel,manual,no,tier2,31901.95
4,58957,0.9,0,petrol,manual,yes,tier2,13034.96
13,156120,2.0,1,petrol,manual,no,tier2,4495.86
13,172407,0.9,0,hybrid,manual,no,tier1,6284.68
11,133709,,1,diesel,automatic,yes,tier1,4722.45
9,106879,1.5,1,hybrid,manual,no,tier2,10623.35
1,500,1.6,1,diesel,automatic,yes,tier3,24817.35
1,30197,2.1,1,petrol,manual,no,tier2,25789.94
5,74925,1.4,1,hybrid,manual,no,tier3,17628.1
12,145215,2.2,2,diesel,manual,no,tier3,5368.89
10,127138,1.0,1,diesel,automatic,no,tier1,11970.56
3,37031,1.5,0,electric,manual,yes,tier1,21286.92
1,26882,2.0,0,diesel,manual,no,tier2,28502.26
2,34305,1.7,2,diesel,automatic,yes,tier2,20951.24
15,185978,1.6,0,petrol,manual,no,tier1,3624.31
7,90119,1.9,0,diesel,automatic,no,tier1,19573.63
9,128408,1.6,0,petrol,automatic,yes,tier2,6978.56
2,19740,1.9,0,diesel,manual,no,tier1,28960.02
14,175893,2.0,2,petrol,manual,no,tier1,3440.44
12,133748,1.4,0,diesel,automatic,no,tier2,7457.02
0,6922,0.9,1,petrol,automatic,no,tier1,28714.62
7,90119,1.3,0,petrol,automatic,no,tier2,15979.87
2,36999,2.6,0,petrol,automatic,yes,tier2,23860.75
11,143531,2.9,0,diesel,manual,no,tier3,8821.44
9,113447,1.4,1,diesel,manual,no,tier3,10166.49
12,148928,1.6,1,hybrid,manual,no,tier1,10187.87
0,4118,1.6,1,diesel,manual,no,tier3,24786.63
15,192652,2.1,1,hybrid,manual,no,tier1,1200.0
10,134406,2.0,0,diesel,automatic,yes,tier3,7119.7
13,171534,1.4,2,petrol,manual,no,tier2,3248.13
0,12772,1.2,0,petrol,automatic,no,tier2,28265.39
2,16529,1.2,0,petrol,manual,no,tier2,24046.56
11,134216,3.8,1,electric,automatic,no,tier2,15511.44
14,186059,0.9,1,diesel,manual,no,tier2,1200.0
8,91549,0.9,0,diesel,automatic,no,tier1,15496.48
3,45754,2.1,2,diesel,automatic,no,tier1,25960.75
10,127566,0.9,1,electric,automatic,no,tier1,12682.43
2,37446,1.4,2,petrol,manual,no,tier1,26821.51
2,20969,1.5,0,petrol,manual,no,tier1,24411.83
6,92506,1.1,1,diesel,manual,no,tier3,13480.14
14,165363,2.4,0,petrol,manual,no,tier1,5658.75
4,61168,2.0,2,petrol,manual,yes,tier1,16683.37
1,13953,3.0,2,petrol,automatic,yes,tier3,21969.3
3,38669,1.6,0,petrol,manual,yes,tier1,21964.51
1,14908,2.0,0,hybrid,manual,no,tier3,27840.25
15,197201,0.9,0,petrol,manual,no,tier3,1200.0
12,178160,1.3,3,diesel,manual,no,tier1,4264.04
0,500,2.9,0,hybrid,manual,no,tier3,32680.43
2,27261,1.7,3,electric,manual,no,tier2,26938.07
7,104745,1.5,1,diesel,manual,no,tier3,15256.22
13,160435,1.8,2,petrol,manual,no,tier3,3776.7
4,45555,2.2,0,electric,automatic,no,tier1,27097.57
2,23980,1.8,0,diesel,manual,no,tier1,28628.8
10,140281,2.6,1,diesel,manual,yes,tier3,3067.63
4,40270,1.2,0,petrol,automatic,no,tier1,23676.36
2,28260,1.6,2,diesel,manual,no,tier1,22977.62
9,125165,3.2,1,hybrid,automatic,no,tier3,13905.2
12,158049,1.8,0,petrol,automatic,no,tier2,9392.2
14,171254,1.9,0,diesel,automatic,no,tier1,6304.37
13,173842,1.5,2,diesel,automatic,no,tier1,2983.45
14,169394,2.3,1,petrol,manual,no,tier2,4133.93
14,184018,1.7,0,petrol,manual,no,tier1,2251.52
6,82750,2.8,1,diesel,automatic,no,tier3,17078.12
15,178754,2.6,1,electric,automatic,no,tier3,5222.61
5,75953,2.2,2,hybrid,manual,no,tier1,20880.96
7,88926,2.2,3,petrol,automatic,no,tier2,13804.95
5,64361,1.0,0,electric,automatic,no,tier3,18160.31
9,121442,,3,diesel,automatic,no,tier1,11025.47
9,130124,2.1,0,petrol,automatic,no,tier1,14557.2
14,168995,1.5,1,petrol,manual,yes,tier2,1200.0
1,4876,2.3,1,diesel,manual,no,tier3,26970.2
12,148015,1.4,0,diesel,automatic,yes,tier1,4228.31
8,110268,1.6,0,diesel,manual,no,tier3,11761.05
9,133675,2.4,1,hybrid,manual,no,tier2,15730.94
5,76121,1.4,1,hybrid,automatic,yes,tier1,18296.51
2,43973,1.8,0,diesel,manual,no,tier3,25303.13
13,154238,2.0,1,petrol,automatic,no,tier1,6112.76
7,111930,4.0,1,petrol,manual,no,tier1,19812.26
15,178681,2.5,2,diesel,manual,no,tier1,3992.71
13,164195,1.6,1,hybrid,manual,no,tier3,2048.81
12,148156,0.9,1,petrol,automatic,no,tier3,5359.46
15,199158,1.9,1,petrol,manual,yes,tier2,1200.0
0,9449,2.0,0,petrol,automatic,yes,tier1,28298.82
1,3409,2.7,2,hybrid,manual,no,tier2,30707.5
5,68686,0.9,1,diesel,manual,yes,tier3,12973.04
0,12904,1.5,2,diesel,manual,no,tier2,27329.22
10,138722,1.9,0,petrol,manual,no,tier1,11847.04
1,30757,2.5,0,hybrid,automatic,no,tier2,31479.9
5,71025,1.8,0,petrol,manual,no,tier3,19721.59
13,161419,1.9,2,petrol,automatic,yes,tier3,1200.0
6,80573,1.5,0,diesel,automatic,no,tier2,15588.9
3,44589,1.9,0,diesel,automatic,no,tier1,27196.43
12,157371,2.7,0,hybrid,manual,no,tier2,8438.3
5,64063,1.6,2,hybrid,automatic,no,tier2,23198.95
1,19174,1.7,0,petrol,manual,no,tier1,27775.54
7,93753,0.9,0,hybrid,automatic,no,tier1,18246.3
0,5261,1.9,2,hybrid,automatic,yes,tier2,27082.4
6,78236,2.2,1,petrol,automatic,yes,tier2,13325.84
4,54625,2.6,2,petrol,manual,yes,tier3,18348.98
7,95562,2.6,0,electric,automatic,yes,tier3,15385.45
13,177510,1.6,1,petrol,automatic,no,tier1,4241.79
12,155083,2.9,0,diesel,manual,yes,tier2,1951.96
4,46570,3.2,1,electric,manual,no,tier2,28813.56
9,113574,1.4,1,diesel,automatic,no,tier3,13936.0
8,86948,1.0,0,diesel,manual,no,tier3,14911.44
6,84152,1.7,0,diesel,automatic,no,tier1,17519.25
15,191114,1.7,0,petrol,manual,no,tier1,3726.52
1,27670,1.3,1,electric,manual,no,tier1,31304.21
2,27382,1.2,0,diesel,manual,yes,tier1,22199.42
10,124419,1.9,1,petrol,manual,no,tier2,11547.42
10,126788,1.8,1,petrol,automatic,no,tier1,12721.74
11,135222,2.1,2,diesel,manual,no,tier3,8407.38
13,172505,1.7,0,petrol,manual,no,tier1,6207.2
8,113270,1.9,3,hybrid,automatic,no,tier1,13365.62
6,85646,1.1,0,hybrid,manual,no,tier1,19177.67
6,81846,2.0,1,petrol,automatic,no,tier1,20466.37
10,128782,2.0,0,electric,automatic,no,tier3,14389.66
10,139017,1.8,1,petrol,manual,no,tier1,9112.65
7,92777,2.1,1,diesel,manual,no,tier1,15619.98
9,106061,1.4,2,petrol,manual,yes,tier1,6256.65
5,64611,2.1,2,hybrid,manual,no,tier3,21227.48
1,25826,2.1,2,diesel,manual,no,tier1,28161.86
11,131697,2.6,0,diesel,manual,no,tier3,10688.12
4,45125,2.2,2,diesel,automatic,no,tier1,24802.21
5,90097,2.0,1,hybrid,manual,yes,tier3,13010.47
11,154874,2.1,2,diesel,automatic,no,tier1,9570.83
13,186412,1.8,1,petrol,automatic,no,tier1,7637.41
0,500,2.4,0,petrol,manual,no,tier3,31492.41
3,42401,1.7,0,electric,automatic,yes,tier3,23112.17
8,98179,0.9,1,hybrid,automatic,no,tier3,13075.8
6,91049,1.5,0,hybrid,manual,no,tier2,19387.16
14,185477,2.6,0,diesel,automatic,yes,tier3,1200.0
15,211256,1.3,1,petrol,automatic,no,tier1,1200.0
5,65148,1.8,3,petrol,automatic,yes,tier2,15926.48
4,46725,1.9,3,petrol,automatic,no,tier2,23748.33
11,137636,2.2,2,petrol,automatic,no,tier2,6742.5
0,5829,2.7,1,petrol,automatic,no,tier3,31874.45
5,63268,2.6,1,petrol,automatic,no,tier1,21643.82
0,7661,2.4,1,petrol,manual,no,tier3,27438.84
4,54327,2.6,1,petrol,automatic,no,tier1,24374.86
1,10102,3.1,0,petrol,manual,no,tier2,29440.22
3,41758,1.5,0,electric,automatic,no,tier2,28029.34
12,159008,2.1,1,petrol,manual,no,tier3,2700.17
1,33870,1.2,0,electric,automatic,no,tier1,31734.46
12,145067,1.4,1,petrol,automatic,no,tier1,6795.32
11,141214,1.6,1,diesel,manual,no,tier3,5565.76
4,55614,1.9,1,diesel,manual,no,tier3,22736.61
14,184703,1.5,0,diesel,automatic,no,tier1,5710.98
0,9251,2.8,1,hybrid,manual,no,tier3,32348.31
8,112337,2.3,2,diesel,manual,yes,tier1,13608.75
2,29979,2.1,0,diesel,automatic,no,tier2,27052.01
6,77070,0.9,1,electric,automatic,no,tier1,21568.83
7,82957,1.7,0,diesel,manual,no,tier2,16220.04
12,145786,2.2,0,hybrid,automatic,no,tier3,7557.05
10,123803,1.8,0,diesel,manual,no,tier1,9144.67
8,97576,1.3,0,diesel,automatic,yes,tier2,9669.23
11,152599,1.4,0,petrol,manual,yes,tier1,1200.0
6,85878,,0,hybrid,automatic,yes,tier3,14574.62
14,186717,2.2,1,petrol,automatic,no,tier3,2152.73
4,51094,0.9,3,petrol,automatic,yes,tier1,16328.96
10,144365,2.1,0,diesel,manual,no,tier2,8337.44
1,20754,1.6,1,petrol,manual,no,tier1,27843.85
2,32710,2.1,1,diesel,manual,yes,tier1,25011.53
8,104845,1.6,1,hybrid,manual,no,tier2,16124.3
15,188468,2.4,1,diesel,manual,no,tier2,1200.0
3,19954,1.8,0,electric,manual,no,tier3,26443.44
12,154029,2.2,1,hybrid,manual,no,tier1,8836.04
2,27885,0.9,1,petrol,automatic,no,tier3,21840.28
4,46000,1.4,0,hybrid,manual,yes,tier1,23644.71
9,118116,2.1,0,petrol,automatic,no,tier2,14933.34
15,171899,0.9,1,petrol,automatic,no,tier1,1211.16
12,154953,0.9,1,petrol,automatic,no,tier1,6187.35
13,163787,2.1,2,petrol,manual,no,tier2,2112.95
13,181614,2.3,2,electric,automatic,yes,tier1,6374.97
12,141442,1.8,0,diesel,manual,no,tier3,2854.03
14,176818,0.9,0,electric,manual,yes,tier1,1200.0
3,42819,2.4,1,diesel,automatic,no,tier1,26128.4
7,101005,1.6,1,electric,automatic,no,tier3,16838.33
15,199791,0.9,0,diesel,automatic,no,tier2,1200.0
8,125959,2.2,0,diesel,automatic,no,tier3,13933.02
15,187180,2.5,0,petrol,manual,no,tier2,2415.87
13,172832,1.2,1,petrol,manual,no,tier2,1200.0
0,13932,2.6,0,petrol,manual,no,tier1,31726.84
14,171757,2.5,0,diesel,automatic,yes,tier3,1200.0
10,141105,3.2,1,petrol,manual,yes,tier2,7914.21
10,111414,2.6,2,diesel,automatic,no,tier1,14168.57
13,171682,1.3,0,petrol,manual,no,tier3,1200.0
11,131941,0.9,1,petrol,automatic,yes,tier3,1200.0
5,54874,1.8,1,electric,manual,yes,tier1,21878.63
12,150615,1.3,2,diesel,automatic,yes,tier2,1200.0
2,25162,2.4,1,petrol,manual,no,tier2,28938.97
2,35543,1.5,1,diesel,automatic,yes,tier2,18292.91
8,100090,1.9,1,petrol,automatic,no,tier1,15635.49
9,126208,1.9,1,diesel,automatic,no,tier1,15020.9
0,6321,2.6,1,petrol,manual,no,tier2,29521.28
10,130700,1.4,0,electric,manual,yes,tier3,6771.19
11,134885,1.7,1,petrol,automatic,no,tier2,9904.34
8,98170,2.7,2,diesel,manual,no,tier1,17886.51
15,188946,1.9,3,petrol,manual,no,tier3,1200.0
12,148056,2.1,0,petrol,manual,yes,tier3,1200.0
13,164689,0.9,0,petrol,manual,no,tier2,2900.15
11,138799,2.0,0,petrol,automatic,yes,tier3,5569.6
2,20335,1.2,2,petrol,manual,no,tier1,21047.31
9,112212,2.0,2,petrol,manual,no,tier2,12060.04
12,160370,,4,petrol,automatic,yes,tier3,1200.0
5,56674,2.7,0,petrol,automatic,yes,tier2,17835.17
4,70966,1.2,2,diesel,manual,no,tier3,17351.09
10,139109,0.9,0,petrol,manual,no,tier2,6614.4
13,169843,1.9,0,diesel,manual,no,tier1,5737.03
7,105207,1.7,1,petrol,manual,no,tier2,15992.64
5,51966,2.3,3,petrol,manual,no,tier1,20296.65
11,138969,1.5,1,petrol,manual,no,tier2,6703.4
13,170923,2.7,0,diesel,manual,yes,tier1,3050.81
14,166484,1.9,0,petrol,automatic,no,tier3,3398.73
13,154172,1.5,0,diesel,manual,no,tier2,1508.94
10,129571,1.7,2,petrol,manual,no,tier2,11101.3
0,500,2.0,2,petrol,automatic,no,tier1,29774.28
9,116905,2.6,0,diesel,manual,no,tier2,11321.43
10,130171,2.1,0,petrol,automatic,yes,tier3,6631.13
8,111424,2.0,0,petrol,manual,no,tier1,16099.6
